Category,Colors,Description,ItemId,Material_And_Care,PaginationImages,Sizes,Title,currentPrice,originalPrice,url
Home->Clothing->Skirts->Petite Plaid Wrap Knit Pencil Skirt,"[""  White Multi - Online Exclusive ""]","Cut in a wrap-style silhouette for extra ease of movement, our plaid knit pencil skirt is a perfect check mate for the season. Front vent. Hidden back zipper with hook-and-eye closure.",496395," , 58% Cotton, 41% Polyester, 1% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496395_9056http://anninc.scene7.com/is/image/AN/496395_9056http://anninc.scene7.com/is/image/AN/496395_9056http://anninc.scene7.com/is/image/AN/496395_9056""
""http://anninc.scene7.com/is/image/AN/496395_9056_ALT1http://anninc.scene7.com/is/image/AN/496395_9056_ALT1http://anninc.scene7.com/is/image/AN/496395_9056_ALT1http://anninc.scene7.com/is/image/AN/496395_9056_ALT1http://anninc.scene7.com/is/image/AN/496395_9056_ALT1""
""http://anninc.scene7.com/is/image/AN/496395_9056_ALT2http://anninc.scene7.com/is/image/AN/496395_9056_ALT2http://anninc.scene7.com/is/image/AN/496395_9056_ALT2http://anninc.scene7.com/is/image/AN/496395_9056_ALT2http://anninc.scene7.com/is/image/AN/496395_9056_ALT2""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Plaid Wrap Knit Pencil Skirt,89,89,https://www.anntaylor.com/petite-plaid-wrap-knit-pencil-skirt/496395
Home->Suits->All Suits->The Petite Ankle Pant In Seasonless Stretch - Curvy Fit,"[""  Black - Online Exclusive "",""  Perfect Navy - Online Exclusive ""]",A silhouette with lean symmetry and a custom-tailored feel - in seasonless stretch fabric. Front zip with hook-and-bar closure. Front off-seam pockets. Back welt pockets.,410402," , 48% Polyester, 48% Viscose, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/410402_0352""
""http://anninc.scene7.com/is/image/AN/410402_0352_ALT1""
""http://anninc.scene7.com/is/image/AN/410402_0352_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",The Petite Ankle Pant In Seasonless Stretch - Curvy Fit,98,98,https://www.anntaylor.com/the-petite-ankle-pant-in-seasonless-stretch-curvy-fit/410402
Home->Clothing->Pants->The Petite Ankle Pant In Faux Denim - Curvy Fit,"[""  Ink wash - Online Exclusive ""]",A silhouette with lean symmetry and a custom-tailored feel - in faux denim. Front zip with hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.,495438," , 35% Lyocell, 35% Cotton, 27% Polyester, 3% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495438_1898""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",The Petite Ankle Pant In Faux Denim - Curvy Fit,98,98,https://www.anntaylor.com/the-petite-ankle-pant-in-faux-denim-curvy-fit/495438
Home->Clothing->Tops and Blouses->Petite Ladder Trim Square Neck Top,"["" Black "","" Wild Strawberry ""]",Ladder trim cutouts bring a new definition of romance to this fluid slit-cuff top. Square neck. 3/4 raglan sleeves with shirred sleeve caps and slit cuffs. Shirttail hem.,496248," , Knit: 95% Polyester, 5% Spandex, Woven: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496248_5069""
""http://anninc.scene7.com/is/image/AN/496248_5069_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L ""]",Petite Ladder Trim Square Neck Top,50,50,https://www.anntaylor.com/petite-ladder-trim-square-neck-top/496248
Home->Clothing->Dresses->Bow Sleeve T-Shirt Shift Dress,"["" Black ""]",Pretty bow ties give our refined take on the t-shirt dress a fresh and feminine twist. Jewel neck. Slit short sleeves with bow ties. Back slit with button closure. Hidden back zipper. Lined body.,489927," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/489927_2222http://anninc.scene7.com/is/image/AN/489927_2222http://anninc.scene7.com/is/image/AN/489927_2222http://anninc.scene7.com/is/image/AN/489927_2222""
""http://anninc.scene7.com/is/image/AN/489927_2222_ALT1http://anninc.scene7.com/is/image/AN/489927_2222_ALT1http://anninc.scene7.com/is/image/AN/489927_2222_ALT1http://anninc.scene7.com/is/image/AN/489927_2222_ALT1http://anninc.scene7.com/is/image/AN/489927_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/489927_2222_ALT2http://anninc.scene7.com/is/image/AN/489927_2222_ALT2http://anninc.scene7.com/is/image/AN/489927_2222_ALT2http://anninc.scene7.com/is/image/AN/489927_2222_ALT2http://anninc.scene7.com/is/image/AN/489927_2222_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Bow Sleeve T-Shirt Shift Dress,129,129,https://www.anntaylor.com/bow-sleeve-t-shirt-shift-dress/489927
Home->Clothing->Dresses->Petite Scalloped Square Neck Cap Sheath Dress,"[""  Desert Yellow - Online Exclusive ""]","This dress is expertly tailored from doubleweave fabric dyed and finished in Japan. Known for its wrinkle resistance and exquisite draping, it moves with you from closet to carry-on. Scalloped square neck. Cap sleeves. Hidden back zipper with hook-and-eye closure. Back vent. Lined bodice and sleeves.",495932," , Shell: 65% Polyester, 33% Rayon, 4% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495932_9812http://anninc.scene7.com/is/image/AN/495932_9812http://anninc.scene7.com/is/image/AN/495932_9812http://anninc.scene7.com/is/image/AN/495932_9812""
""http://anninc.scene7.com/is/image/AN/495932_9812_ALT1http://anninc.scene7.com/is/image/AN/495932_9812_ALT1http://anninc.scene7.com/is/image/AN/495932_9812_ALT1http://anninc.scene7.com/is/image/AN/495932_9812_ALT1http://anninc.scene7.com/is/image/AN/495932_9812_ALT1""
""http://anninc.scene7.com/is/image/AN/495932_9812_ALT2http://anninc.scene7.com/is/image/AN/495932_9812_ALT2http://anninc.scene7.com/is/image/AN/495932_9812_ALT2http://anninc.scene7.com/is/image/AN/495932_9812_ALT2http://anninc.scene7.com/is/image/AN/495932_9812_ALT2""]","["" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Scalloped Square Neck Cap Sheath Dress,139,139,https://www.anntaylor.com/petite-scalloped-square-neck-cap-sheath-dress/495932
Home->Clothing->Skirts->Petite Lace Pencil Skirt,"[""  Night Sky - Online Exclusive ""]",Embrace lace in our richly textured scalloped skirt - in a forever-perfect pencil silhouette. Hidden back zipper with hook-and-eye closure. Lined.,496402," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496402_1362http://anninc.scene7.com/is/image/AN/496402_1362http://anninc.scene7.com/is/image/AN/496402_1362http://anninc.scene7.com/is/image/AN/496402_1362""
""http://anninc.scene7.com/is/image/AN/496402_1362_ALT1http://anninc.scene7.com/is/image/AN/496402_1362_ALT1http://anninc.scene7.com/is/image/AN/496402_1362_ALT1http://anninc.scene7.com/is/image/AN/496402_1362_ALT1http://anninc.scene7.com/is/image/AN/496402_1362_ALT1""
""http://anninc.scene7.com/is/image/AN/496402_1362_ALT2http://anninc.scene7.com/is/image/AN/496402_1362_ALT2http://anninc.scene7.com/is/image/AN/496402_1362_ALT2http://anninc.scene7.com/is/image/AN/496402_1362_ALT2http://anninc.scene7.com/is/image/AN/496402_1362_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Lace Pencil Skirt,98,98,https://www.anntaylor.com/petite-lace-pencil-skirt/496402
Home->Clothing->Dresses->Petite Matte Jersey Wrap Dress,"[""  Black - Online Exclusive "",""  Royal Azure - Online Exclusive "",""  Wild Strawberry - Online Exclusive "",""  Green Eden - Online Exclusive "",""  Coasta Brava - Online Exclusive ""]",Meet our classic knit wrap dress: the must-have silhouette that fits and flatters all. V-neck with crossover front. Long sleeves. Self tie belt.,486371," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/486371_2223""
""http://anninc.scene7.com/is/image/AN/486371_2223_ALT1""
""http://anninc.scene7.com/is/image/AN/486371_2223_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Matte Jersey Wrap Dress,79,79,https://www.anntaylor.com/petite-matte-jersey-wrap-dress/486371
Home->Clothing->Tops and Blouses->Petite Tweed Mock Neck Top,"[""  Black Multi - Online Exclusive ""]","In a beautifully fitted silhouette, our tweed mock neck top adds refinement and texture to your everyday. Mock neck. Short sleeves.",502006," , 94% Polyester, 2% Spandex, 4% Other fiber , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/502006_6615""
""http://anninc.scene7.com/is/image/AN/502006_6615_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Tweed Mock Neck Top,50,50,https://www.anntaylor.com/petite-tweed-mock-neck-top/502006
Home->Clothing->Skirts->Petite Striped Ponte Wrap A-Line Skirt,"["" Atlantic Navy ""]","Cut in a wrap-style silhouette for extra ease of movement, our striped ponte skirt lines up your look. Front vent. Hidden back zipper with hook-and-eye closure.",496411," , 66% Rayon 30% Nylon 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496411_2158http://anninc.scene7.com/is/image/AN/496411_2158http://anninc.scene7.com/is/image/AN/496411_2158http://anninc.scene7.com/is/image/AN/496411_2158""
""http://anninc.scene7.com/is/image/AN/496411_2158_ALT1http://anninc.scene7.com/is/image/AN/496411_2158_ALT1http://anninc.scene7.com/is/image/AN/496411_2158_ALT1http://anninc.scene7.com/is/image/AN/496411_2158_ALT1http://anninc.scene7.com/is/image/AN/496411_2158_ALT1""
""http://anninc.scene7.com/is/image/AN/496411_2158_ALT2http://anninc.scene7.com/is/image/AN/496411_2158_ALT2http://anninc.scene7.com/is/image/AN/496411_2158_ALT2http://anninc.scene7.com/is/image/AN/496411_2158_ALT2http://anninc.scene7.com/is/image/AN/496411_2158_ALT2""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Striped Ponte Wrap A-Line Skirt,89,89,https://www.anntaylor.com/petite-striped-ponte-wrap-a-line-skirt/496411
Home->Clothing->Tops and Blouses->Petite Floral V-Neck Bow Blouse,"[""  Powdered Cerulean - Online Exclusive ""]","Any way you style it, our bow neck blouse is poised and polished. V-neck with ties. Long sleeves with button cuffs. Shirttail hem.",500580," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500580_7617""
""http://anninc.scene7.com/is/image/AN/500580_7617_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Floral V-Neck Bow Blouse,50,50,https://www.anntaylor.com/petite-floral-v-neck-bow-blouse/500580
Home->Clothing->Tops and Blouses->Petite Dot Textured Boatneck Top,"[""  Black - Online Exclusive ""]","In a dot textured knit, our fitted boatneck top is stylishly on point. Boatneck. 3/4 sleeves.",496215," , 100% Cotton , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496215_2222""
""http://anninc.scene7.com/is/image/AN/496215_2222_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Dot Textured Boatneck Top,50,50,https://www.anntaylor.com/petite-dot-textured-boatneck-top/496215
Home->Clothing->Tops and Blouses->Petite Striped Essential Shirt,"[""  Powdered Cerulean - Online Exclusive ""]","With a slim fit and a bit of drape, count on this one every time you go to your closet. Point collar. Long sleeves with button cuffs. Button front placket. Back yoke. Shirttail hem.",496663," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496663_7617""
""http://anninc.scene7.com/is/image/AN/496663_7617_024""
""http://anninc.scene7.com/is/image/AN/496663_7617_ALT1""]","["" XXS "","" XS "","" S "","" L "","" XL ""]",Petite Striped Essential Shirt,50,50,https://www.anntaylor.com/petite-striped-essential-shirt/496663
Home->Clothing->Dresses->Petite Gathered Cap Sleeve Doubleweave Sheath Dress,"[""  Black - Online Exclusive "",""  Shady Sapphire - Online Exclusive ""]","This gathered-shoulder dress is expertly tailored from doubleweave fabric dyed and finished in Japan. Known for its wrinkle resistance and exquisite draping, it moves with you from closet to carry-on. Sweetheart neckline. Cap sleeves. Hidden back zipper with hook-and-eye closure. Back vent. Lined.",495802," , Shell: 63% Polyester, 33% Rayon, 4% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495802_2222""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",Petite Gathered Cap Sleeve Doubleweave Sheath Dress,139,139,https://www.anntaylor.com/petite-gathered-cap-sleeve-doubleweave-sheath-dress/495802
Home->Clothing->Jeans->Frayed Straight Crop Jeans in Rich Authentic Indigo Wash,"["" Rich Authentic Indigo Wash ""]","In a timeless straight leg silhouette, these flattering jeans feature a just-right fit - and a relaxed-yet-polished frayed hem. Front zip with button closure. Belt loops. Classic five-pocket styling.",499123," , 88% Cotton, 8% Polyester, 4% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/499123_6368http://anninc.scene7.com/is/image/AN/499123_6368http://anninc.scene7.com/is/image/AN/499123_6368http://anninc.scene7.com/is/image/AN/499123_6368""
""http://anninc.scene7.com/is/image/AN/499123_6368_ALT1http://anninc.scene7.com/is/image/AN/499123_6368_ALT1http://anninc.scene7.com/is/image/AN/499123_6368_ALT1http://anninc.scene7.com/is/image/AN/499123_6368_ALT1http://anninc.scene7.com/is/image/AN/499123_6368_ALT1""
""http://anninc.scene7.com/is/image/AN/499123_6368_ALT2http://anninc.scene7.com/is/image/AN/499123_6368_ALT2http://anninc.scene7.com/is/image/AN/499123_6368_ALT2http://anninc.scene7.com/is/image/AN/499123_6368_ALT2http://anninc.scene7.com/is/image/AN/499123_6368_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Frayed Straight Crop Jeans in Rich Authentic Indigo Wash,89,89,https://www.anntaylor.com/frayed-straight-crop-jeans-in-rich-authentic-indigo-wash/499123
Home->Clothing->Tops and Blouses->Geo Pintucked Cutout Flutter Tee,"["" Night Sky ""]","Take your look up a notch with this refined tee, topped off with crisp pintucks, delicate cutout trim and breezy flutter sleeves. Jewel neck. Flutter sleeves. Back keyhole with button closure. Shirttail hem.",494367," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494367_1362""
""http://anninc.scene7.com/is/image/AN/494367_1362_ALT1""
""http://anninc.scene7.com/is/image/AN/494367_1362_ALT2""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Geo Pintucked Cutout Flutter Tee,50,50,https://www.anntaylor.com/geo-pintucked-cutout-flutter-tee/494367
Home->Clothing->Tops and Blouses->Fringe Tweed Boatneck Top,"["" Aquifer ""]","Woven with richly textured tweed, our fringe-trimmed top takes your look above the fray. Boatneck. 3/4 sleeves. Hidden side zipper. Lined.",488592," , 56% Acrylic, 44% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488592_2694""
""http://anninc.scene7.com/is/image/AN/488592_2694_ALT1""
""http://anninc.scene7.com/is/image/AN/488592_2694_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 ""]",Fringe Tweed Boatneck Top,98,98,https://www.anntaylor.com/fringe-tweed-boatneck-top/488592
Home->Shoes->All Shoes->Giuliana Suede Wedge Sandals,"["" Black ""]","In rich suede, these sun-ready sandals step things up with a perfectly comfortable wedge. Open toe. Adjustable buckle at side ankle for secure fit. Padded footbed for complete comfort. Covered 2"" heel.",458344," , Suede , , Imported ","[""http://anninc.scene7.com/is/image/AN/458344_2222""
""http://anninc.scene7.com/is/image/AN/458344_2222_ALT1""]","["" 5 "","" 5 1/2 "","" 6 "","" 6 1/2 "","" 7 "","" 7 1/2 "","" 8 "","" 8 1/2 "","" 9 "","" 9 1/2 "","" 10 "","" 11 ""]",Giuliana Suede Wedge Sandals,128,128,https://www.anntaylor.com/giuliana-suede-wedge-sandals/458344
Home->Clothing->Skirts->Petite Fringe Tweed A-Line Skirt,"["" Pink Multi ""]","Tweed shows its edgier side in this multicolored skirt, revved up with fringy details. Front placket with vent. Hidden back zipper with hook-and-eye closure. Lined.",494811," , Shell: 97% Polyester, 3% Other Fibers, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494811_5633http://anninc.scene7.com/is/image/AN/494811_5633http://anninc.scene7.com/is/image/AN/494811_5633http://anninc.scene7.com/is/image/AN/494811_5633""
""http://anninc.scene7.com/is/image/AN/494811_5633_ALT1http://anninc.scene7.com/is/image/AN/494811_5633_ALT1http://anninc.scene7.com/is/image/AN/494811_5633_ALT1http://anninc.scene7.com/is/image/AN/494811_5633_ALT1http://anninc.scene7.com/is/image/AN/494811_5633_ALT1""
""http://anninc.scene7.com/is/image/AN/494811_5633_ALT2http://anninc.scene7.com/is/image/AN/494811_5633_ALT2http://anninc.scene7.com/is/image/AN/494811_5633_ALT2http://anninc.scene7.com/is/image/AN/494811_5633_ALT2http://anninc.scene7.com/is/image/AN/494811_5633_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 ""]",Petite Fringe Tweed A-Line Skirt,79,98,https://www.anntaylor.com/petite-fringe-tweed-a-line-skirt/494811
Home->Clothing->Shorts->Marina Tie Waist Shorts,"["" Black "","" Winter White ""]","Topped with a flattering waist tie, our marina shorts are a cut above the rest. Front zip with hook-and-bar closure. Belt loops. Self tie belt. Slash patch pockets. Back welt pockets.",490027," , 92% Cotton, 8% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/490027_9192""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Marina Tie Waist Shorts,69,69,https://www.anntaylor.com/marina-tie-waist-shorts/490027
Home->Clothing->Pants->The Curvy Cotton Crop Pant,"[""  Atlantic Navy - Online Exclusive "",""  Black - Online Exclusive "",""  Dove Grey - Online Exclusive "",""  Coastal Beige - Online Exclusive ""]","Give your wardrobe an instant upgrade with this essential pair, outfitted with clean lines, a slim cropped cut and an amazingly flattering fit. Fuller through the hip and thigh. Contoured waistband. Front zip with button closure. Belt loops. Front and back welt pockets. Side slits at ankle.",496241," , 97%Cotton, 3% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496241_4345""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Curvy Cotton Crop Pant,69,69,https://www.anntaylor.com/the-curvy-cotton-crop-pant/496241
