Category,Colors,Description,ItemId,Material_And_Care,PaginationImages,Sizes,Title,currentPrice,originalPrice,url
Home->Clothing->Jeans->Tulip Hem Performance Stretch Skinny Ankle Jeans,"["" Mid Stone Wash ""]","Here’s the skinny: your favorite jeans just got a major upgrade. Maximum stretch and recovery. Our most flattering fit. Looks as good at 9 P.M. as it did at 9 A.M. (A.K.A., it doesn’t stretch out). Specially designed with LYCRA® to help smooth your silhouette for comfort and freedom of movement, as well as modal and tencel for a super soft feel. Front zip with button closure. Belt loops. Classic five-pocket styling.",495578," , 61% Cotton, 16% Modal, 14% Lyocell, 7% Polyester, 2% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495578_4484""
""http://anninc.scene7.com/is/image/AN/495578_4484_ALT1""
""http://anninc.scene7.com/is/image/AN/495578_4484_ALT2""]","["" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 18 ""]",Tulip Hem Performance Stretch Skinny Ankle Jeans,109,109,https://www.anntaylor.com/tulip-hem-performance-stretch-skinny-ankle-jeans/495578
Home->Clothing->Pants->Curvy Walking Shorts,"[""  Atlantic Navy - Online Exclusive "",""  Black - Online Exclusive "",""  Coastal Beige - Online Exclusive ""]","Our longest shorts always step things up in style. Refined in crisp cotton, our walking shorts have a touch of stretch for an endlessly flattering fit. Fuller through the hip and thigh. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back welt pockets. Side slits.",495416," , 98% Cotton, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495416_8877""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Curvy Walking Shorts,49,49,https://www.anntaylor.com/curvy-walking-shorts/495416
Home->Clothing->Tops and Blouses->Circle Lace Trim Top,"["" Winter White ""]","Detailed with circle lace trim, our pleat sleeve top scores major style points. Jewel neck. Short sleeves with knife pleat sleeve caps. Back slit with button closure.",495763," , Knit: 95% Polyester, 5% Spandex, Woven: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495763_9192""
""http://anninc.scene7.com/is/image/AN/495763_9192_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Circle Lace Trim Top,50,50,https://www.anntaylor.com/circle-lace-trim-top/495763
Home->Clothing->Sweaters->Textured Sleeve Sweater,"["" Black "","" Pure Amethyst "",""  Blurred Teal - Online Exclusive ""]","Weave texture into your spring wardrobe with this stylish sweater, embellished with refined sleeve detail. Crew neck. Short sleeves.",487884," , Body: 76% Viscose, 24% Nylon, Cuff: 52% Viscose, 21% Nylon, 21% Cotton, 5% Polyester, 1% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/487884_8323""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Textured Sleeve Sweater,50,50,https://www.anntaylor.com/textured-sleeve-sweater/487884
Home->Clothing->Sweaters->Cashmere Crossover Sweater,"[""  Flamenco Red - Online Exclusive "",""  Neutral Grey Heather - Online Exclusive "",""  Countryside Blue - Online Exclusive ""]","Styled with a flattering crossover front, our refined cashmere sweater shows off the season's freshest hues. Crossover V-neck. Long sleeves. Ribbed cuffs and hem.",494196," , 100% Cashmere , , Hand Wash, Lay Flat to Dry , , Imported ","[""http://anninc.scene7.com/is/image/AN/494196_4446""]","["" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Cashmere Crossover Sweater,198,198,https://www.anntaylor.com/cashmere-crossover-sweater/494196
Home->Clothing->Sweaters->Scalloped Sweater Shell,"["" Cyclone Blue "","" Winter White ""]","Between the scalloped neckline and modern contrast tipping, our refined sweater shell gives you an extra pretty edge. Crew neck. Sleeveless.",487959," , 63% Viscose, 34% Nylon, 3% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/487959_9192""
""http://anninc.scene7.com/is/image/AN/487959_9192_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Scalloped Sweater Shell,50,50,https://www.anntaylor.com/scalloped-sweater-shell/487959
Home->Accessories->Scarves->Poppy Scarf,"["" Night Sky ""]","Brighten up your look with this refined scarf, popped with vibrant florals in season-fresh hues. Light fringe at ends. 44"" x 76"".",500158," , 58% Cotton, 36% Modal, 6% Polyester , , Hand Wash, Line Dry , , Imported ","[""http://anninc.scene7.com/is/image/AN/500158_1362""
""http://anninc.scene7.com/is/image/AN/500158_1362_ALT1""
""http://anninc.scene7.com/is/image/AN/500158_1362_ALT2""]","["" ONE SIZE ""]",Poppy Scarf,50,50,https://www.anntaylor.com/poppy-scarf/500158
Home->Suits->All Suits->Pencil Skirt in Tropical Wool,"["" Navy Melange "","" Heather Silver Lake Grey ""]","This skirt is expertly tailored from tropical wool. Known for its smooth feel and easy wear, it stays polished from evening to cocktails – and everywhere in between. Hidden back zipper with hook-and-eye closure. Back vent. Lined.",473029," , Shell: 53% Polyester, 43% Wool, 4% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/473029_6404http://anninc.scene7.com/is/image/AN/473029_6404http://anninc.scene7.com/is/image/AN/473029_6404http://anninc.scene7.com/is/image/AN/473029_6404""
""http://anninc.scene7.com/is/image/AN/473029_6404_ALT1http://anninc.scene7.com/is/image/AN/473029_6404_ALT1http://anninc.scene7.com/is/image/AN/473029_6404_ALT1http://anninc.scene7.com/is/image/AN/473029_6404_ALT1http://anninc.scene7.com/is/image/AN/473029_6404_ALT1""
""http://anninc.scene7.com/is/image/AN/473029_6404_ALT2http://anninc.scene7.com/is/image/AN/473029_6404_ALT2http://anninc.scene7.com/is/image/AN/473029_6404_ALT2http://anninc.scene7.com/is/image/AN/473029_6404_ALT2http://anninc.scene7.com/is/image/AN/473029_6404_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Pencil Skirt in Tropical Wool,109,109,https://www.anntaylor.com/pencil-skirt-in-tropical-wool/473029
Home->Clothing->Pants->The Trouser Pant,"["" Night Sky "","" Black ""]","The perfect wear-with-all pants - done with a touch of stretch for a refined, streamlined fit. Front zip with hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",500524," , 73% Polyester, 20% Viscose, 7% Elastane , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500524_2222http://anninc.scene7.com/is/image/AN/500524_2222http://anninc.scene7.com/is/image/AN/500524_2222http://anninc.scene7.com/is/image/AN/500524_2222""
""http://anninc.scene7.com/is/image/AN/500524_2222http://anninc.scene7.com/is/image/AN/500524_2222http://anninc.scene7.com/is/image/AN/500524_2222http://anninc.scene7.com/is/image/AN/500524_2222http://anninc.scene7.com/is/image/AN/500524_2222""
""http://anninc.scene7.com/is/image/AN/500524_2222_ALT1http://anninc.scene7.com/is/image/AN/500524_2222_ALT1http://anninc.scene7.com/is/image/AN/500524_2222_ALT1http://anninc.scene7.com/is/image/AN/500524_2222_ALT1http://anninc.scene7.com/is/image/AN/500524_2222_ALT1""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 ""]",The Trouser Pant,98,98,https://www.anntaylor.com/the-trouser-pant/500524
Home->Clothing->Skirts->Tie Waist Wrap Skirt,"["" Wild Strawberry ""]","Our tie-waist wrap skirt keeps it bright and breezy, with warm hues and a softly swirled silhouette. Self tie belt. Back zip.",488814," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488814_5069""
""http://anninc.scene7.com/is/image/AN/488814_5069_ALT1""
""http://anninc.scene7.com/is/image/AN/488814_5069_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Tie Waist Wrap Skirt,109,109,https://www.anntaylor.com/tie-waist-wrap-skirt/488814
Home->Clothing->Shorts->Fringe Tweed Shorts,"["" Black Multi ""]","Tweed shows its edgier side in this textured short, revved up with fringy details. Hidden side zipper with hook-and-eye closure. Back welt pockets.",489784," , 54% Acrylic, 45% Polyester, 1% Other Fibers , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/489784_6615http://anninc.scene7.com/is/image/AN/489784_6615http://anninc.scene7.com/is/image/AN/489784_6615http://anninc.scene7.com/is/image/AN/489784_6615""
""http://anninc.scene7.com/is/image/AN/489784_6615_ALT1http://anninc.scene7.com/is/image/AN/489784_6615_ALT1http://anninc.scene7.com/is/image/AN/489784_6615_ALT1http://anninc.scene7.com/is/image/AN/489784_6615_ALT1http://anninc.scene7.com/is/image/AN/489784_6615_ALT1""
""http://anninc.scene7.com/is/image/AN/489784_6615_ALT2http://anninc.scene7.com/is/image/AN/489784_6615_ALT2http://anninc.scene7.com/is/image/AN/489784_6615_ALT2http://anninc.scene7.com/is/image/AN/489784_6615_ALT2http://anninc.scene7.com/is/image/AN/489784_6615_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Fringe Tweed Shorts,69,69,https://www.anntaylor.com/fringe-tweed-shorts/489784
Home->Shoes->All Shoes->Jaden Polka Dot Leather Heeled Sandals,"[""  Black - Online Exclusive ""]","Topped in textured polka dot fabric, this sleek leather pair is always spot on. Adjustable buckle at side ankle for secure fit. Padded footbed for complete comfort. 3"" heel.",494465," , Leather , , Imported ","[""http://anninc.scene7.com/is/image/AN/494465_2222""
""http://anninc.scene7.com/is/image/AN/494465_2222_ALT1""]","["" 5 "","" 5 1/2 "","" 6 "","" 6 1/2 "","" 7 "","" 7 1/2 "","" 8 "","" 8 1/2 "","" 9 "","" 9 1/2 "","" 10 "","" 11 ""]",Jaden Polka Dot Leather Heeled Sandals,128,128,https://www.anntaylor.com/jaden-polka-dot-leather-heeled-sandals/494465
Home->Clothing->Tops and Blouses->Ponte Flutter Sleeve Top,"["" Black "","" Blurred Teal "",""  Royal Azure - Online Exclusive ""]",Cascading flutter sleeves lend a breezy feel to our smooth ponte top. Jewel neck. Flutter sleeves.,488648," , 65% Rayon, 30% Nylon, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/488648_2222""
""http://anninc.scene7.com/is/image/AN/488648_2222_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Ponte Flutter Sleeve Top,49,49,https://www.anntaylor.com/ponte-flutter-sleeve-top/488648
Home->Accessories->Hair Accessories->Metallic Oval Hair Clip,"["" Gold "","" Silver ""]","Top off your look with our shiny oval hair clip, done in a cool metallic finish. 2"" diameter.",484069," , N/A , , Imported ","[""http://anninc.scene7.com/is/image/AN/484069_3019""]","["" ONE SIZE ""]",Metallic Oval Hair Clip,14,14,https://www.anntaylor.com/metallic-oval-hair-clip/484069
Home->Clothing->Tops and Blouses->Eyelet Sleeve Top,"["" Black "","" Hot Hibiscus ""]","Keep it breezy and fresh with this polished top, prettily perforated with eyelet sleeves. Boatneck. 3/4 sleeves with shirred sleeve caps and elasticized cuffs.",501733," , 100% Cotton , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501733_2222""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Eyelet Sleeve Top,50,50,https://www.anntaylor.com/eyelet-sleeve-top/501733
Home->Clothing->Sweaters->Crossover Sweater,"["" Night Sky "","" Winter White ""]","Styled with a crossover front, our flattering V-neck sweater is a perfect double duty piece - from desk to dinner. V-neck. Long sleeves.",494777," , 52% Acrylic, 48% Wool , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494777_9192""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Crossover Sweater,49,50,https://www.anntaylor.com/crossover-sweater/494777
Home->Accessories->Scarves->Butterfly Silk Little Scarf,"["" Cool Peri ""]","Alight with flitting butterflies, our silk little scarf is a must for fashion high fliers. 25"" x 25"".",500174," , 100% Silk , , Dry Clean Only , , Imported ","[""http://anninc.scene7.com/is/image/AN/500174_1184http://anninc.scene7.com/is/image/AN/500174_1184http://anninc.scene7.com/is/image/AN/500174_1184http://anninc.scene7.com/is/image/AN/500174_1184""
""http://anninc.scene7.com/is/image/AN/500174_1184_ALT1http://anninc.scene7.com/is/image/AN/500174_1184_ALT1http://anninc.scene7.com/is/image/AN/500174_1184_ALT1http://anninc.scene7.com/is/image/AN/500174_1184_ALT1""
""http://anninc.scene7.com/is/image/AN/500174_1184_ALT2http://anninc.scene7.com/is/image/AN/500174_1184_ALT2http://anninc.scene7.com/is/image/AN/500174_1184_ALT2http://anninc.scene7.com/is/image/AN/500174_1184_ALT2http://anninc.scene7.com/is/image/AN/500174_1184_ALT2""]","["" ONE SIZE ""]",Butterfly Silk Little Scarf,39,39,https://www.anntaylor.com/butterfly-silk-little-scarf/500174
Home->Clothing->Tops and Blouses->Drapey Perfect Shirt,"[""  Night Sky - Online Exclusive "",""  Plum Jam - Online Exclusive ""]","Your work-to-weekend favorite, perfected. Now in a luxe, silky soft fabric. Point collar. Long sleeves with button cuffs. Button front. Back yoke. Shirttail hem.",494358," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494358_1362""
""http://anninc.scene7.com/is/image/AN/494358_1362_ALT1""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 ""]",Drapey Perfect Shirt,50,50,https://www.anntaylor.com/drapey-perfect-shirt/494358
Home->Clothing->Tops and Blouses->Stripe Mixed Media Tie Sleeve Tee,"["" Green Eden ""]",Feminine tie sleeves put a pretty twist on our mixed media tee - making it perfect for a weekday meeting or night out. Jewel neck. Split short sleeves with ties. Back slit with button closure. Woven front and sleeves. Knit back.,495744," , Front Body/Sleeve: 100% Polyester, Back Body: 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495744_2223""
""http://anninc.scene7.com/is/image/AN/495744_2223_ALT1""
""http://anninc.scene7.com/is/image/AN/495744_2223_ALT2""]","["" XS "","" S ""]",Stripe Mixed Media Tie Sleeve Tee,50,50,https://www.anntaylor.com/stripe-mixed-media-tie-sleeve-tee/495744
Home->Shoes->All Shoes->Kit Gingham Soft Bow Pumps,"["" Black ""]","Worthy of a standing ovation, our checked gingham pumps step front and center with a pretty bow. Pointy toe. Padded footbed for complete comfort. Covered 3 1/4"" heel.",494495," , Synthetic Textile, 100% Polyester , , Imported ","[""http://anninc.scene7.com/is/image/AN/494495_2222""
""http://anninc.scene7.com/is/image/AN/494495_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/494495_2222_ALT2""]","["" 5 "","" 5 1/2 "","" 6 "","" 6 1/2 "","" 7 "","" 7 1/2 "","" 8 "","" 8 1/2 "","" 9 "","" 9 1/2 "","" 10 "","" 11 ""]",Kit Gingham Soft Bow Pumps,138,138,https://www.anntaylor.com/kit-gingham-soft-bow-pumps/494495
Home->Clothing->Pants->The Cotton Crop Pant In Variegated Plaid,"["" Black Multi ""]","Give your wardrobe an instant upgrade with this essential pair, outfitted with clean lines and an amazingly flattering fit. Front zip with button closure. Belt loops. Front and back welt pockets. Side slits at ankle.",500983," , Shell: 78% Cotton, 21% Polyester, 1% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500983_6615http://anninc.scene7.com/is/image/AN/500983_6615http://anninc.scene7.com/is/image/AN/500983_6615http://anninc.scene7.com/is/image/AN/500983_6615""
""http://anninc.scene7.com/is/image/AN/500983_6615_ALT1http://anninc.scene7.com/is/image/AN/500983_6615_ALT1http://anninc.scene7.com/is/image/AN/500983_6615_ALT1http://anninc.scene7.com/is/image/AN/500983_6615_ALT1""
""http://anninc.scene7.com/is/image/AN/500983_6615_ALT2http://anninc.scene7.com/is/image/AN/500983_6615_ALT2http://anninc.scene7.com/is/image/AN/500983_6615_ALT2http://anninc.scene7.com/is/image/AN/500983_6615_ALT2http://anninc.scene7.com/is/image/AN/500983_6615_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Cotton Crop Pant In Variegated Plaid,79,79,https://www.anntaylor.com/the-cotton-crop-pant-in-variegated-plaid/500983
Home->Clothing->Pants->The Tall Cotton Crop Pant In Variegated Plaid,"[""  Black Multi - Online Exclusive ""]","Give your wardrobe an instant upgrade with this essential pair, outfitted with clean lines and an amazingly flattering fit. Front zip with button closure. Belt loops. Front and back welt pockets. Side slits at ankle.",501566," , Shell: 78% Cotton, 21% Polyester, 1% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501566_6615http://anninc.scene7.com/is/image/AN/501566_6615http://anninc.scene7.com/is/image/AN/501566_6615http://anninc.scene7.com/is/image/AN/501566_6615""
""http://anninc.scene7.com/is/image/AN/501566_6615_ALT1http://anninc.scene7.com/is/image/AN/501566_6615_ALT1http://anninc.scene7.com/is/image/AN/501566_6615_ALT1http://anninc.scene7.com/is/image/AN/501566_6615_ALT1""
""http://anninc.scene7.com/is/image/AN/501566_6615_ALT2http://anninc.scene7.com/is/image/AN/501566_6615_ALT2http://anninc.scene7.com/is/image/AN/501566_6615_ALT2http://anninc.scene7.com/is/image/AN/501566_6615_ALT2http://anninc.scene7.com/is/image/AN/501566_6615_ALT2""]","["" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Tall Cotton Crop Pant In Variegated Plaid,79,79,https://www.anntaylor.com/the-tall-cotton-crop-pant-in-variegated-plaid/501566
Home->Clothing->Tops and Blouses->Petite Matte Jersey Twist Front Shell,"[""  Black - Online Exclusive "","" Woodsy Green "","" Night Sky "","" Campfire Red ""]",A twist knot front puts a modern spin on our beautifully draped matte jersey shell. V-neck. Sleeveless.,502570," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/502570_4100""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Matte Jersey Twist Front Shell,49,49,https://www.anntaylor.com/petite-matte-jersey-twist-front-shell/502570
Home->Clothing->Sweaters->Petite Stitched Open Jacket,"["" Black "","" Campfire Red ""]","Cast with a touchably textured stitch, our modern open sweater jacket is a must-have layer. Open front. Long sleeves. Front welt pockets.",501479," , 74% Viscose, 16% Polyester, 9% Nylon, 1% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501479_4100""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Stitched Open Jacket,129,129,https://www.anntaylor.com/petite-stitched-open-jacket/501479
Home->Accessories->Sunglasses & Readers->Spring Square Sunglasses,"["" Black "","" Tortoise Brown ""]","Made in the most covetable shades of the season, our timeless square pair is always sun-ready. 100% UV protection. If you are shipping this item to California, see ",494861," , N/A , , Imported ","[""http://anninc.scene7.com/is/image/AN/494861_2222""]","["" ONE SIZE ""]",Spring Square Sunglasses,48,48,https://www.anntaylor.com/spring-square-sunglasses/494861
Home->Clothing->Skirts->Seamed Ponte Full Skirt,"["" Campfire Red ""]","Smartly seamed for flattering definition, our smooth ponte skirt swirls with the perfect touch of flare. Elasticized waistband.",496553," , 66% Rayon, 30% Nylon, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496553_4100http://anninc.scene7.com/is/image/AN/496553_4100http://anninc.scene7.com/is/image/AN/496553_4100http://anninc.scene7.com/is/image/AN/496553_4100""
""http://anninc.scene7.com/is/image/AN/496553_4100_ALT1http://anninc.scene7.com/is/image/AN/496553_4100_ALT1http://anninc.scene7.com/is/image/AN/496553_4100_ALT1http://anninc.scene7.com/is/image/AN/496553_4100_ALT1http://anninc.scene7.com/is/image/AN/496553_4100_ALT1""
""http://anninc.scene7.com/is/image/AN/496553_4100_ALT2http://anninc.scene7.com/is/image/AN/496553_4100_ALT2http://anninc.scene7.com/is/image/AN/496553_4100_ALT2http://anninc.scene7.com/is/image/AN/496553_4100_ALT2http://anninc.scene7.com/is/image/AN/496553_4100_ALT2""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Seamed Ponte Full Skirt,79,79,https://www.anntaylor.com/seamed-ponte-full-skirt/496553
Home->Clothing->Tops and Blouses->Ruffle Wrap Blouse,"[""  Pepper Green - Online Exclusive ""]","Between the fresh hues, romantic ruffles and airy chiffon, our belted wrap top makes springtime dressing a total breeze. V-neck with crossover front. Long sleeves with shirred sleeve caps and button cuffs. Self tie belt. Peplum hem. Lined body.",501103," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501103_2245""
""http://anninc.scene7.com/is/image/AN/501103_2245_ALT1""]","["" XXS "","" XXL ""]",Ruffle Wrap Blouse,50,50,https://www.anntaylor.com/ruffle-wrap-blouse/501103
Home->Clothing->Tops and Blouses->Ponte Split Neck Top,"["" Black "","" Green Eden "","" Wild Strawberry ""]","Made in a smooth - yet structured - ponte knit, our split neck top styles an amazingly flattering silhouette. Split neck. Short sleeves.",501144," , 65% Rayon, 31% Polyester, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501144_5069""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Ponte Split Neck Top,50,50,https://www.anntaylor.com/ponte-split-neck-top/501144
Home->Clothing->Sweaters->Marled Open Cardigan,"["" Marled Grey ""]","Meet your real-life uniform: this is Luxewear. Every day. Every wear. Styled with side slits for extra ease of movement, our marled open cardigan is a layer to love. Open front. Long sleeves. Side slits. Ribbed cuffs and hem.",495593," , 67% Viscose, 32% Nylon, 1% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495593_6366""
""http://anninc.scene7.com/is/image/AN/495593_6366_ALT1""
""http://anninc.scene7.com/is/image/AN/495593_6366_ALT2""]","["" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Marled Open Cardigan,109,109,https://www.anntaylor.com/marled-open-cardigan/495593
Home->Clothing->Jeans->Modern Skinny Jeans In White,"["" White ""]","Here’s the skinny: your favorite jeans just got a major upgrade. Performance stretch denim sculpts, shapes and supports all day long. Front zip with button closure. Belt loops. Classic five-pocket styling.",495539," , 98% Cotton, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495539_9000""
""http://anninc.scene7.com/is/image/AN/495539_9000_ALT1""
""http://anninc.scene7.com/is/image/AN/495539_9000_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Modern Skinny Jeans In White,89,89,https://www.anntaylor.com/modern-skinny-jeans-in-white/495539
Home->Accessories->Jewelry->Square Flower Leaf Necklace,"["" Gold ""]","Square flowers join lovely leaf drops in this fresh-for-the-season pairing. 16"" length with 2"" extender.",497101," , Imported ","[""http://anninc.scene7.com/is/image/AN/497101_3019""
""http://anninc.scene7.com/is/image/AN/497101_3019_ALT2""]","["" ONE SIZE ""]",Square Flower Leaf Necklace,50,50,https://www.anntaylor.com/square-flower-leaf-necklace/497101
Home->Suits->All Suits->The Trouser Pant In Sharkskin - Classic Fit,"["" Iced Slate ""]","The perfect wear-with-all pants - made in seasonless sharkskin with a touch of stretch for a refined, streamlined fit. Proportional contouring with suit-like, tailored detailing. Lean through the hip and thigh. Contoured curtain waistband offers extra tailoring detail for a better fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",443572," , 69% Polyester, 29% Rayon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/443572_6039http://anninc.scene7.com/is/image/AN/443572_6039http://anninc.scene7.com/is/image/AN/443572_6039http://anninc.scene7.com/is/image/AN/443572_6039""
""http://anninc.scene7.com/is/image/AN/443572_6039_ALT1http://anninc.scene7.com/is/image/AN/443572_6039_ALT1http://anninc.scene7.com/is/image/AN/443572_6039_ALT1http://anninc.scene7.com/is/image/AN/443572_6039_ALT1http://anninc.scene7.com/is/image/AN/443572_6039_ALT1""
""http://anninc.scene7.com/is/image/AN/443572_6039_ALT2http://anninc.scene7.com/is/image/AN/443572_6039_ALT2http://anninc.scene7.com/is/image/AN/443572_6039_ALT2http://anninc.scene7.com/is/image/AN/443572_6039_ALT2http://anninc.scene7.com/is/image/AN/443572_6039_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Trouser Pant In Sharkskin - Classic Fit,98,98,https://www.anntaylor.com/the-trouser-pant-in-sharkskin-classic-fit/443572
Home->Suits->All Suits->The Trouser Pant In Seasonless Stretch,"["" Black "","" Perfect Navy ""]","The perfect wear-with-all pants - made in seasonless stretch fabric for a refined, streamlined fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",409832," , 48% Polyester, 48% Rayon, 4% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/409832_6600http://anninc.scene7.com/is/image/AN/409832_6600http://anninc.scene7.com/is/image/AN/409832_6600http://anninc.scene7.com/is/image/AN/409832_6600""
""http://anninc.scene7.com/is/image/AN/409832_6600_ALT1http://anninc.scene7.com/is/image/AN/409832_6600_ALT1http://anninc.scene7.com/is/image/AN/409832_6600_ALT1http://anninc.scene7.com/is/image/AN/409832_6600_ALT1http://anninc.scene7.com/is/image/AN/409832_6600_ALT1""
""http://anninc.scene7.com/is/image/AN/409832_6600_ALT10http://anninc.scene7.com/is/image/AN/409832_6600_ALT10http://anninc.scene7.com/is/image/AN/409832_6600_ALT10http://anninc.scene7.com/is/image/AN/409832_6600_ALT10http://anninc.scene7.com/is/image/AN/409832_6600_ALT10""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Trouser Pant In Seasonless Stretch,98,98,https://www.anntaylor.com/the-trouser-pant-in-seasonless-stretch/409832
Home->Clothing->Shorts->Boardwalk Shorts,"["" Atlantic Navy "","" Black "","" Coastal Beige "","" Dove Grey ""]","Our longest shorts always step things up in style. Refined in crisp cotton, our walking shorts have a touch of stretch for an endlessly flattering fit. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back welt pockets. Side slits.",484933," , 98% Cotton, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/484933_8877""
""http://anninc.scene7.com/is/image/AN/484933_8877_ALT1""
""http://anninc.scene7.com/is/image/AN/484933_8877_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Boardwalk Shorts,49,49,https://www.anntaylor.com/boardwalk-shorts/484933
Home->Clothing->Tops and Blouses->Floral Cowl Neck Top,"["" Night Sky ""]","An everyday essential, our cowl neck top features the most beautifully draped silhouette. Cowl neck. Short sleeves.",500305," , 95% Polyester, 5% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/500305_1362""
""http://anninc.scene7.com/is/image/AN/500305_1362_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Floral Cowl Neck Top,50,50,https://www.anntaylor.com/floral-cowl-neck-top/500305
